                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    578,                0.89901,                0.58246,                 1.0393,                0.66144,                0.47598,                0.52303,                0.29985,                 1.5742,                 1.2446,                 1.5319,             0.00032972,             0.00032972,             0.00032972
                    579,                0.88102,                0.57475,                 1.0385,                0.65618,                 0.4782,                0.52381,                0.30101,                 1.5711,                 1.2419,                 1.5293,             0.00032896,             0.00032896,             0.00032896
                    580,                0.95347,                0.60374,                  1.046,                0.66454,                0.47122,                0.52536,                0.30262,                 1.5748,                 1.2448,                 1.5253,              0.0003282,              0.0003282,              0.0003282
                    581,                  0.904,                0.58893,                 1.0376,                0.64134,                0.48178,                0.52323,                0.30385,                 1.5674,                 1.2339,                 1.5233,             0.00032744,             0.00032744,             0.00032744
                    582,                 0.9218,                 0.5933,                 1.0374,                0.66098,                0.46314,                0.51731,                 0.2994,                 1.5781,                 1.2494,                 1.5273,             0.00032668,             0.00032668,             0.00032668
                    583,                0.89179,                0.57789,                 1.0413,                0.66546,                0.46786,                 0.5195,                0.30404,                 1.5683,                 1.2521,                  1.523,             0.00032592,             0.00032592,             0.00032592
                    584,                0.89556,                0.57298,                 1.0507,                0.65517,                0.48075,                0.52445,                0.30487,                 1.5667,                 1.2292,                 1.5314,             0.00032516,             0.00032516,             0.00032516
                    585,                0.90529,                0.57761,                 1.0451,                0.66869,                0.47702,                0.52779,                0.30482,                 1.5719,                 1.2295,                 1.5289,             0.00032439,             0.00032439,             0.00032439
                    586,                0.89977,                0.57682,                 1.0546,                0.67711,                0.47321,                0.52672,                0.30625,                 1.5677,                 1.2442,                 1.5207,             0.00032363,             0.00032363,             0.00032363
                    587,                0.89648,                0.58123,                 1.0514,                0.67552,                0.47085,                0.52526,                 0.3067,                 1.5615,                 1.2376,                 1.5171,             0.00032287,             0.00032287,             0.00032287
                    588,                0.91209,                 0.5859,                 1.0351,                0.65171,                0.47868,                0.52565,                0.30395,                 1.5653,                 1.2454,                 1.5205,             0.00032211,             0.00032211,             0.00032211
                    589,                0.89207,                0.57636,                  1.031,                0.66817,                0.47936,                 0.5279,                0.30566,                 1.5632,                 1.2573,                 1.5175,             0.00032135,             0.00032135,             0.00032135
                    590,                0.86591,                0.56552,                 1.0402,                0.66774,                0.47843,                0.53048,                0.30764,                 1.5638,                 1.2461,                 1.5159,             0.00032059,             0.00032059,             0.00032059
                    591,                0.89225,                0.57449,                 1.0353,                0.68945,                0.47577,                0.53202,                0.30888,                 1.5562,                  1.229,                 1.5122,             0.00031983,             0.00031983,             0.00031983
                    592,                0.89699,                0.57259,                 1.0428,                0.67147,                 0.4797,                 0.5304,                 0.3085,                 1.5609,                 1.2337,                 1.5071,             0.00031907,             0.00031907,             0.00031907
                    593,                0.88922,                0.57534,                 1.0285,                0.66692,                0.47878,                0.52654,                0.30292,                 1.5679,                 1.2385,                 1.5173,              0.0003183,              0.0003183,              0.0003183
                    594,                0.89666,                0.57627,                 1.0351,                0.68495,                0.47157,                0.52814,                0.30549,                 1.5663,                 1.2436,                 1.5267,             0.00031754,             0.00031754,             0.00031754
                    595,                0.87025,                0.56817,                 1.0325,                0.66289,                0.48091,                0.52812,                0.30662,                 1.5645,                 1.2306,                  1.527,             0.00031678,             0.00031678,             0.00031678
                    596,                0.92893,                0.58965,                 1.0478,                 0.6439,                 0.4861,                0.52638,                0.30583,                 1.5611,                 1.2267,                 1.5219,             0.00031602,             0.00031602,             0.00031602
                    597,                0.86342,                0.56443,                 1.0368,                0.65523,                0.48445,                0.52815,                0.30478,                 1.5622,                 1.2302,                 1.5239,             0.00031526,             0.00031526,             0.00031526
                    598,                0.89212,                0.57539,                 1.0196,                0.68853,                0.46765,                0.52839,                0.30271,                 1.5651,                 1.2593,                 1.5226,              0.0003145,              0.0003145,              0.0003145
                    599,                0.88609,                0.57517,                 1.0355,                0.67177,                0.47567,                  0.523,                0.30042,                 1.5684,                 1.2568,                 1.5195,             0.00031374,             0.00031374,             0.00031374
                    600,                0.89721,                0.59083,                 1.0422,                0.67308,                0.46956,                0.52068,                0.30366,                 1.5649,                 1.2388,                 1.5178,             0.00031298,             0.00031298,             0.00031298
                    601,                0.91319,                0.57597,                  1.045,                0.66786,                0.47579,                0.52422,                0.30791,                 1.5659,                 1.2432,                 1.5171,             0.00031221,             0.00031221,             0.00031221
                    602,                0.91826,                0.58162,                 1.0498,                0.65707,                 0.4777,                0.52886,                0.30884,                 1.5606,                 1.2543,                 1.5113,             0.00031145,             0.00031145,             0.00031145
                    603,                0.88964,                0.57551,                  1.046,                0.66259,                0.47659,                0.52806,                0.30738,                 1.5581,                 1.2485,                   1.51,             0.00031069,             0.00031069,             0.00031069
                    604,                0.91286,                0.58109,                 1.0343,                0.66865,                0.47533,                0.52441,                0.30279,                  1.561,                 1.2314,                 1.5197,             0.00030993,             0.00030993,             0.00030993
                    605,                 0.8695,                  0.575,                 1.0483,                0.66184,                 0.4745,                0.52493,                0.30431,                 1.5507,                 1.2209,                 1.5212,             0.00030917,             0.00030917,             0.00030917
                    606,                0.88056,                0.56064,                 1.0357,                0.66855,                0.47145,                0.53005,                0.30994,                 1.5501,                 1.2213,                 1.5185,             0.00030841,             0.00030841,             0.00030841
                    607,                0.88502,                0.57105,                 1.0242,                0.67097,                0.47612,                0.53365,                 0.3108,                 1.5585,                 1.2412,                 1.5227,             0.00030765,             0.00030765,             0.00030765
                    608,                0.86875,                0.56143,                 1.0352,                 0.6624,                0.47975,                0.52813,                0.30761,                  1.562,                 1.2585,                  1.515,             0.00030688,             0.00030688,             0.00030688
                    609,                 0.8658,                0.56558,                 1.0371,                0.66303,                0.47975,                0.52752,                0.30781,                 1.5653,                 1.2577,                 1.5168,             0.00030612,             0.00030612,             0.00030612
                    610,                0.87744,                0.56656,                 1.0346,                0.65545,                0.48456,                0.53023,                0.31043,                 1.5506,                 1.2367,                 1.5237,             0.00030536,             0.00030536,             0.00030536
                    611,                0.87821,                0.56589,                 1.0354,                0.67137,                0.48098,                0.52902,                0.31157,                 1.5492,                 1.2345,                 1.5166,              0.0003046,              0.0003046,              0.0003046
                    612,                0.89773,                0.57161,                 1.0364,                0.66767,                 0.4764,                0.52555,                 0.3094,                 1.5602,                 1.2332,                 1.5154,             0.00030384,             0.00030384,             0.00030384
                    613,                 0.8794,                0.57287,                 1.0166,                0.67834,                0.47967,                0.53017,                0.31311,                 1.5387,                 1.2102,                 1.5106,             0.00030308,             0.00030308,             0.00030308
                    614,                0.90062,                0.58017,                 1.0358,                0.66349,                 0.4801,                0.53092,                0.31251,                 1.5513,                  1.231,                 1.5146,             0.00030232,             0.00030232,             0.00030232
                    615,                 0.9086,                 0.5839,                  1.023,                 0.6577,                0.47726,                0.52649,                0.30982,                 1.5563,                 1.2428,                 1.5128,             0.00030156,             0.00030156,             0.00030156
                    616,                0.90054,                0.57689,                 1.0339,                0.64854,                0.48066,                0.52625,                0.30739,                 1.5515,                 1.2374,                 1.5159,             0.00030079,             0.00030079,             0.00030079
                    617,                0.87957,                0.57754,                 1.0303,                0.66774,                0.48176,                0.52812,                0.30554,                 1.5466,                 1.2252,                 1.5174,             0.00030003,             0.00030003,             0.00030003
                    618,                0.85423,                0.55708,                 1.0278,                0.66963,                0.48923,                0.53184,                 0.3114,                 1.5336,                 1.2134,                 1.5172,             0.00029927,             0.00029927,             0.00029927
                    619,                0.87317,                0.56409,                 1.0218,                0.66276,                0.48835,                 0.5312,                0.31093,                 1.5422,                 1.2189,                 1.5207,             0.00029851,             0.00029851,             0.00029851
                    620,                0.87103,                0.55717,                 1.0247,                0.65908,                0.48333,                0.53113,                0.31124,                 1.5501,                 1.2343,                 1.5183,             0.00029775,             0.00029775,             0.00029775
                    621,                0.87264,                0.56306,                 1.0253,                0.67153,                0.47291,                0.53043,                0.30818,                 1.5498,                 1.2272,                 1.5136,             0.00029699,             0.00029699,             0.00029699
                    622,                 0.8963,                 0.5772,                 1.0338,                0.64447,                0.48322,                0.52294,                0.30304,                 1.5609,                 1.2262,                 1.5262,             0.00029623,             0.00029623,             0.00029623
                    623,                 0.8893,                0.57295,                 1.0237,                0.64138,                0.48834,                0.52678,                0.30707,                 1.5563,                 1.2284,                  1.524,             0.00029547,             0.00029547,             0.00029547
                    624,                0.87389,                0.56609,                 1.0272,                0.68746,                0.47354,                0.53059,                 0.3076,                  1.555,                 1.2195,                 1.5283,              0.0002947,              0.0002947,              0.0002947
                    625,                0.87883,                0.57238,                 1.0393,                 0.6477,                0.48991,                0.53208,                0.30851,                 1.5486,                  1.214,                 1.5215,             0.00029394,             0.00029394,             0.00029394
                    626,                0.86859,                0.56187,                 1.0232,                0.65794,                0.48582,                0.53488,                0.31089,                  1.546,                 1.2286,                 1.5168,             0.00029318,             0.00029318,             0.00029318
                    627,                0.86802,                0.56976,                 1.0353,                 0.6835,                0.47598,                0.53506,                 0.3118,                  1.543,                 1.2208,                 1.5185,             0.00029242,             0.00029242,             0.00029242
                    628,                0.87512,                0.56248,                  1.031,                0.66224,                0.48311,                0.53341,                0.30861,                 1.5359,                 1.2169,                 1.5084,             0.00029166,             0.00029166,             0.00029166
                    629,                0.88656,                0.57628,                 1.0364,                0.65686,                0.48467,                 0.5318,                0.30886,                  1.553,                 1.2274,                 1.5234,              0.0002909,              0.0002909,              0.0002909
                    630,                0.88165,                0.56599,                 1.0321,                0.64985,                0.48339,                0.52822,                 0.3071,                 1.5533,                 1.2306,                 1.5182,             0.00029014,             0.00029014,             0.00029014
                    631,                0.87723,                0.56635,                 1.0402,                0.66365,                0.48069,                0.53063,                0.30997,                 1.5478,                 1.2255,                 1.5155,             0.00028937,             0.00028937,             0.00028937
                    632,                0.86488,                0.56018,                 1.0217,                0.63342,                0.49268,                0.52917,                0.30805,                 1.5462,                 1.2279,                  1.518,             0.00028861,             0.00028861,             0.00028861
                    633,                 0.8458,                0.55513,                 1.0287,                0.66463,                0.48187,                0.53147,                0.31171,                 1.5421,                 1.2279,                 1.5108,             0.00028785,             0.00028785,             0.00028785
                    634,                0.86727,                0.56146,                 1.0271,                0.65127,                  0.487,                0.53004,                0.31106,                  1.545,                 1.2141,                 1.5186,             0.00028709,             0.00028709,             0.00028709
                    635,                0.86025,                0.55942,                 1.0305,                 0.6601,                0.47594,                0.52694,                0.30683,                 1.5498,                  1.217,                  1.518,             0.00028633,             0.00028633,             0.00028633
                    636,                 0.8852,                0.56571,                 1.0231,                0.64498,                0.48474,                0.52919,                0.31291,                 1.5403,                 1.2173,                 1.5093,             0.00028557,             0.00028557,             0.00028557
                    637,                0.86451,                0.56211,                 1.0258,                0.65696,                0.47962,                0.52627,                0.31052,                 1.5417,                 1.2201,                 1.5127,             0.00028481,             0.00028481,             0.00028481
                    638,                0.88507,                0.56777,                 1.0321,                0.65264,                0.47751,                0.52396,                 0.3071,                 1.5522,                 1.2394,                  1.514,             0.00028405,             0.00028405,             0.00028405
                    639,                0.85075,                0.56199,                 1.0213,                0.65707,                0.47756,                0.52355,                0.30882,                 1.5514,                  1.239,                 1.5171,             0.00028328,             0.00028328,             0.00028328
                    640,                0.87935,                0.56464,                 1.0242,                0.67405,                0.47488,                0.52667,                0.30806,                 1.5519,                 1.2315,                 1.5233,             0.00028252,             0.00028252,             0.00028252
                    641,                0.84038,                0.55363,                   1.02,                 0.6718,                0.48186,                0.52941,                0.31223,                 1.5385,                 1.2133,                 1.5211,             0.00028176,             0.00028176,             0.00028176
                    642,                0.85389,                 0.5571,                 1.0216,                0.67377,                0.48731,                0.53676,                0.31406,                 1.5383,                 1.2145,                 1.5179,               0.000281,               0.000281,               0.000281
                    643,                0.86414,                0.55789,                 1.0356,                0.66716,                 0.4857,                0.53442,                0.31312,                 1.5406,                 1.2297,                 1.5125,             0.00028024,             0.00028024,             0.00028024
                    644,                0.84631,                0.55614,                 1.0268,                0.63929,                 0.4993,                0.53208,                0.31054,                 1.5432,                   1.23,                 1.5114,             0.00027948,             0.00027948,             0.00027948
                    645,                0.85137,                0.55913,                 1.0212,                0.66165,                0.48352,                0.52861,                0.30721,                 1.5565,                 1.2291,                 1.5269,             0.00027872,             0.00027872,             0.00027872
                    646,                0.85554,                0.54708,                 1.0237,                0.64253,                0.49211,                0.52911,                0.30758,                 1.5502,                 1.2308,                 1.5201,             0.00027796,             0.00027796,             0.00027796
                    647,                0.84072,                0.54802,                  1.029,                0.67076,                0.47843,                0.52641,                0.30646,                 1.5543,                 1.2383,                 1.5212,             0.00027719,             0.00027719,             0.00027719
                    648,                0.87822,                0.57154,                 1.0319,                 0.6625,                0.47933,                0.52539,                0.30768,                  1.548,                 1.2296,                 1.5128,             0.00027643,             0.00027643,             0.00027643
                    649,                0.87007,                0.56459,                 1.0285,                0.65108,                0.48592,                0.52817,                0.30937,                 1.5456,                 1.2279,                 1.5114,             0.00027567,             0.00027567,             0.00027567
                    650,                0.86391,                0.56511,                 1.0392,                  0.685,                0.47965,                0.53355,                0.31278,                 1.5438,                   1.22,                  1.518,             0.00027491,             0.00027491,             0.00027491
                    651,                0.86432,                0.55469,                 1.0158,                0.68885,                 0.4713,                0.53168,                 0.3132,                 1.5424,                 1.2207,                 1.5155,             0.00027415,             0.00027415,             0.00027415
                    652,                0.88056,                0.56927,                 1.0338,                0.66722,                0.47764,                 0.5295,                0.31087,                 1.5488,                 1.2259,                 1.5155,             0.00027339,             0.00027339,             0.00027339
                    653,                0.87005,                0.55768,                 1.0208,                0.65269,                0.48792,                0.52785,                0.31009,                 1.5497,                 1.2163,                 1.5126,             0.00027263,             0.00027263,             0.00027263
                    654,                0.87094,                0.56631,                 1.0271,                0.67793,                0.48312,                0.53286,                0.31284,                 1.5433,                 1.2067,                 1.5106,             0.00027186,             0.00027186,             0.00027186
                    655,                0.84281,                0.55124,                 1.0166,                0.67511,                0.48319,                0.53233,                 0.3122,                 1.5432,                 1.2074,                 1.5141,              0.0002711,              0.0002711,              0.0002711
                    656,                 0.8542,                0.56012,                  1.015,                0.67389,                0.48246,                0.53305,                0.31436,                 1.5411,                 1.2121,                 1.5174,             0.00027034,             0.00027034,             0.00027034
                    657,                 0.8634,                0.55908,                 1.0191,                0.67648,                0.48667,                0.53254,                0.31477,                 1.5455,                 1.2189,                  1.518,             0.00026958,             0.00026958,             0.00026958
                    658,                0.82993,                0.54464,                 1.0145,                0.62486,                0.49641,                0.52913,                0.31016,                 1.5534,                 1.2372,                  1.512,             0.00026882,             0.00026882,             0.00026882
                    659,                0.88324,                0.56373,                 1.0194,                 0.6587,                0.48172,                0.52952,                0.30911,                 1.5546,                   1.23,                 1.5151,             0.00026806,             0.00026806,             0.00026806
                    660,                0.83435,                0.54937,                 1.0179,                 0.6574,                0.48519,                0.53129,                0.31162,                 1.5356,                  1.207,                 1.5135,              0.0002673,              0.0002673,              0.0002673
                    661,                0.87482,                0.55838,                 1.0197,                 0.6739,                0.48418,                0.53312,                0.31112,                 1.5406,                 1.2129,                 1.5164,             0.00026654,             0.00026654,             0.00026654
                    662,                 0.8715,                0.56039,                 1.0179,                0.64011,                0.49275,                0.53656,                0.31577,                 1.5354,                 1.2125,                 1.5116,             0.00026577,             0.00026577,             0.00026577
                    663,                0.84421,                0.55375,                   1.02,                0.63003,                0.49866,                0.53505,                0.31658,                 1.5399,                 1.2125,                 1.5159,             0.00026501,             0.00026501,             0.00026501
                    664,                0.83062,                 0.5486,                 1.0094,                0.64345,                0.48889,                0.53004,                0.30982,                 1.5458,                 1.2175,                 1.5211,             0.00026425,             0.00026425,             0.00026425
                    665,                0.83208,                 0.5543,                 1.0263,                0.66971,                0.47461,                0.52889,                0.31136,                 1.5417,                 1.2192,                 1.5128,             0.00026349,             0.00026349,             0.00026349
                    666,                0.84519,                0.55024,                 1.0252,                0.67251,                0.47512,                0.52828,                0.31143,                 1.5405,                  1.217,                 1.5122,             0.00026273,             0.00026273,             0.00026273
                    667,                 0.8366,                0.54671,                 1.0124,                0.67939,                0.47093,                0.53098,                0.31263,                  1.542,                 1.2198,                  1.516,             0.00026197,             0.00026197,             0.00026197
                    668,                0.84345,                0.54965,                 1.0196,                0.65218,                0.48801,                0.53175,                0.31213,                 1.5364,                 1.2167,                 1.5165,             0.00026121,             0.00026121,             0.00026121
                    669,                0.85454,                0.56108,                 1.0167,                0.66071,                0.47997,                 0.5304,                0.31297,                 1.5321,                 1.2174,                 1.5123,             0.00026044,             0.00026044,             0.00026044
                    670,                0.82801,                0.54683,                 1.0195,                0.67142,                0.47729,                0.52848,                0.31256,                  1.538,                 1.2441,                 1.5051,             0.00025968,             0.00025968,             0.00025968
                    671,                0.84439,                0.55391,                 1.0123,                0.66499,                0.47756,                0.53012,                0.31191,                 1.5389,                 1.2352,                 1.5094,             0.00025892,             0.00025892,             0.00025892
                    672,                0.87659,                0.56193,                 1.0232,                0.64906,                0.49145,                0.53229,                0.31115,                 1.5349,                 1.2107,                 1.5227,             0.00025816,             0.00025816,             0.00025816
                    673,                 0.8604,                0.56696,                 1.0362,                0.65722,                0.48791,                  0.531,                0.31233,                  1.534,                 1.2186,                 1.5106,              0.0002574,              0.0002574,              0.0002574
                    674,                0.85344,                0.55452,                 1.0185,                0.66423,                0.48031,                0.52747,                0.30813,                 1.5465,                 1.2385,                 1.5131,             0.00025664,             0.00025664,             0.00025664
                    675,                0.83755,                0.55127,                 1.0209,                0.63131,                0.49268,                0.52778,                0.30532,                 1.5498,                  1.231,                 1.5169,             0.00025588,             0.00025588,             0.00025588
                    676,                0.85167,                 0.5499,                  1.018,                0.65278,                0.48936,                0.52771,                0.30725,                 1.5452,                 1.2233,                  1.515,             0.00025512,             0.00025512,             0.00025512
                    677,                0.85595,                0.55357,                 1.0325,                0.66083,                0.48651,                0.53196,                0.31186,                 1.5382,                 1.2232,                  1.514,             0.00025435,             0.00025435,             0.00025435
                    678,                0.85873,                0.55335,                 1.0277,                0.65188,                0.48375,                0.52995,                0.31058,                 1.5455,                 1.2298,                   1.52,             0.00025359,             0.00025359,             0.00025359
                    679,                0.87039,                0.55764,                 1.0283,                0.69335,                0.46599,                0.52809,                0.30928,                 1.5479,                 1.2318,                 1.5138,             0.00025283,             0.00025283,             0.00025283
                    680,                0.83245,                0.54856,                 1.0136,                 0.6856,                 0.4712,                 0.5319,                0.31561,                 1.5386,                 1.2344,                 1.5052,             0.00025207,             0.00025207,             0.00025207
                    681,                 0.8382,                0.54258,                 1.0192,                0.68186,                0.47625,                0.53657,                0.31619,                 1.5362,                 1.2324,                 1.5106,             0.00025131,             0.00025131,             0.00025131
                    682,                0.84104,                0.55397,                  1.017,                0.65852,                0.49267,                0.53427,                0.31447,                  1.535,                 1.2225,                 1.5122,             0.00025055,             0.00025055,             0.00025055
                    683,                0.83349,                0.54799,                 1.0091,                0.65914,                0.48994,                0.53294,                0.31297,                 1.5386,                 1.2205,                 1.5111,             0.00024979,             0.00024979,             0.00024979
                    684,                0.85402,                0.54987,                 1.0122,                0.66263,                0.48893,                0.53488,                0.31362,                 1.5339,                 1.2188,                 1.5073,             0.00024903,             0.00024903,             0.00024903
                    685,                0.83976,                0.54679,                 1.0005,                0.68794,                0.47775,                0.53151,                0.30994,                 1.5431,                 1.2183,                 1.5152,             0.00024826,             0.00024826,             0.00024826
                    686,                0.85852,                0.55101,                 1.0142,                0.67604,                0.47967,                0.53201,                0.31238,                 1.5335,                 1.2116,                 1.5132,              0.0002475,              0.0002475,              0.0002475
                    687,                0.85915,                0.54823,                 1.0158,                0.66849,                 0.4831,                 0.5314,                0.31206,                 1.5305,                 1.2126,                 1.5076,             0.00024674,             0.00024674,             0.00024674
                    688,                0.83528,                0.54964,                  1.014,                0.65247,                0.49086,                0.53251,                0.31569,                 1.5196,                 1.2117,                 1.4998,             0.00024598,             0.00024598,             0.00024598
                    689,                0.83503,                0.55126,                 1.0129,                 0.6638,                0.48347,                0.53338,                0.31325,                 1.5317,                 1.2216,                 1.5047,             0.00024522,             0.00024522,             0.00024522
                    690,                0.83275,                0.54156,                 1.0114,                0.67316,                0.48048,                0.53212,                0.31311,                 1.5318,                 1.2232,                 1.5096,             0.00024446,             0.00024446,             0.00024446
                    691,                0.81041,                0.53637,                 1.0115,                0.66865,                0.48053,                0.52859,                0.31138,                  1.532,                 1.2295,                  1.508,              0.0002437,              0.0002437,              0.0002437
                    692,                 0.8433,                0.54372,                 1.0076,                0.68556,                0.47287,                0.53025,                0.31429,                 1.5277,                 1.2313,                  1.504,             0.00024293,             0.00024293,             0.00024293
                    693,                0.82421,                0.54462,                 1.0178,                0.67613,                0.47855,                 0.5312,                0.31533,                 1.5237,                 1.2256,                 1.5032,             0.00024217,             0.00024217,             0.00024217
                    694,                0.82304,                0.54401,                 1.0152,                0.67096,                0.47854,                0.53296,                0.31712,                 1.5184,                 1.2308,                 1.5011,             0.00024141,             0.00024141,             0.00024141
                    695,                0.85304,                0.54332,                 1.0014,                0.64872,                0.48533,                0.53308,                0.31536,                 1.5246,                 1.2374,                 1.5009,             0.00024065,             0.00024065,             0.00024065
                    696,                 0.8317,                 0.5419,                 1.0252,                0.66408,                0.47603,                0.52722,                0.30991,                 1.5306,                 1.2349,                  1.503,             0.00023989,             0.00023989,             0.00023989
                    697,                0.81902,                0.54672,                 1.0056,                 0.6588,                0.47828,                0.52791,                0.30919,                 1.5309,                 1.2226,                 1.5065,             0.00023913,             0.00023913,             0.00023913
                    698,                0.83338,                0.54436,                 1.0162,                0.62504,                 0.5003,                0.53393,                0.31236,                  1.536,                  1.218,                 1.5143,             0.00023837,             0.00023837,             0.00023837
                    699,                0.82885,                0.54637,                0.99734,                0.65486,                0.49038,                0.53564,                0.31688,                 1.5301,                 1.2107,                 1.5159,             0.00023761,             0.00023761,             0.00023761
                    700,                0.82487,                0.54299,                 1.0075,                 0.6958,                0.47561,                0.53339,                0.31494,                 1.5264,                 1.2094,                  1.512,             0.00023684,             0.00023684,             0.00023684
                    701,                0.82555,                 0.5383,                0.99985,                 0.6791,                0.48017,                 0.5339,                0.31427,                 1.5288,                 1.2148,                 1.5083,             0.00023608,             0.00023608,             0.00023608
                    702,                0.83333,                 0.5365,                 1.0016,                0.67175,                0.47621,                0.53358,                0.31327,                 1.5382,                 1.2266,                 1.5182,             0.00023532,             0.00023532,             0.00023532
                    703,                0.81543,                0.53148,                 1.0028,                0.66561,                0.47871,                0.53302,                0.31443,                 1.5312,                 1.2234,                  1.514,             0.00023456,             0.00023456,             0.00023456
                    704,                0.82425,                0.54066,                 1.0134,                0.65953,                0.47876,                0.53251,                0.31208,                 1.5356,                 1.2273,                 1.5095,              0.0002338,              0.0002338,              0.0002338
                    705,                0.82216,                0.53507,                  1.009,                0.66271,                0.48541,                0.53227,                0.31249,                 1.5288,                 1.2263,                 1.5046,             0.00023304,             0.00023304,             0.00023304
                    706,                0.82082,                0.54033,                  1.003,                0.63915,                0.49523,                0.53253,                0.31263,                  1.526,                 1.2295,                 1.5054,             0.00023228,             0.00023228,             0.00023228
                    707,                0.82861,                0.54022,                 1.0161,                0.61629,                0.50364,                0.53218,                0.31442,                 1.5311,                 1.2318,                 1.5081,             0.00023152,             0.00023152,             0.00023152
                    708,                0.82599,                0.54617,                 1.0142,                0.64743,                0.49089,                0.53263,                0.31487,                 1.5371,                 1.2316,                 1.5098,             0.00023075,             0.00023075,             0.00023075
                    709,                0.84995,                 0.5494,                 1.0177,                0.64448,                0.49447,                0.53589,                0.31973,                 1.5285,                 1.2174,                 1.5068,             0.00022999,             0.00022999,             0.00022999
                    710,                0.86168,                 0.5458,                 1.0307,                0.64021,                0.49896,                0.53927,                 0.3225,                 1.5196,                 1.2088,                 1.5073,             0.00022923,             0.00022923,             0.00022923
                    711,                0.83281,                0.54405,                 1.0168,                0.65414,                0.49137,                0.53795,                0.32074,                 1.5209,                 1.2109,                 1.5061,             0.00022847,             0.00022847,             0.00022847
