                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    610,                0.82309,                0.52095,                0.94397,                0.92275,                0.87641,                0.91665,                 0.7562,                0.61154,                0.39302,                0.87933,              0.0039709,              0.0039709,              0.0039709
                    611,                0.82465,                0.52493,                0.94551,                0.92263,                0.87557,                0.91642,                0.75523,                0.61144,                0.39317,                0.87927,               0.003961,               0.003961,               0.003961
                    612,                0.83192,                0.52877,                0.94047,                0.92203,                0.87617,                0.91652,                0.75647,                0.61138,                0.39307,                0.87923,              0.0039511,              0.0039511,              0.0039511
                    613,                0.82441,                0.52059,                0.93963,                0.92232,                0.87442,                0.91662,                0.75647,                0.61154,                0.39344,                0.87916,              0.0039412,              0.0039412,              0.0039412
                    614,                0.81987,                0.51958,                0.93756,                0.92183,                0.87415,                0.91647,                0.75672,                0.61125,                0.39341,                0.87899,              0.0039313,              0.0039313,              0.0039313
                    615,                0.82194,                0.52056,                 0.9428,                0.92177,                0.87408,                0.91649,                0.75775,                0.61107,                0.39351,                0.87897,              0.0039214,              0.0039214,              0.0039214
                    616,                0.82547,                0.52964,                0.94575,                0.92411,                0.87259,                0.91705,                0.75806,                0.61074,                0.39352,                0.87882,              0.0039115,              0.0039115,              0.0039115
                    617,                0.83062,                0.52649,                0.94116,                0.92622,                0.87009,                 0.9166,                0.75713,                0.61112,                0.39351,                0.87882,              0.0039016,              0.0039016,              0.0039016
                    618,                0.83135,                0.53116,                0.94396,                0.92217,                0.87593,                0.91674,                 0.7586,                0.61126,                0.39373,                0.87876,              0.0038917,              0.0038917,              0.0038917
                    619,                0.82107,                0.51629,                0.93631,                0.92198,                0.87557,                0.91677,                0.75843,                0.61122,                0.39374,                0.87867,              0.0038818,              0.0038818,              0.0038818
                    620,                0.82962,                0.52616,                0.94829,                0.93324,                0.86985,                0.91663,                0.75772,                0.61108,                0.39425,                0.87864,              0.0038719,              0.0038719,              0.0038719
                    621,                0.82114,                0.52239,                0.94099,                0.93588,                 0.8705,                0.91701,                0.75654,                0.61106,                0.39415,                0.87859,               0.003862,               0.003862,               0.003862
                    622,                0.82121,                0.52311,                0.93925,                0.93677,                0.87122,                0.91703,                0.75727,                0.61092,                0.39419,                0.87846,              0.0038521,              0.0038521,              0.0038521
                    623,                0.82534,                0.52046,                0.94055,                0.93815,                0.87057,                 0.9173,                 0.7581,                0.61095,                0.39432,                0.87844,              0.0038422,              0.0038422,              0.0038422
                    624,                0.82379,                0.52091,                0.93448,                0.93601,                0.86971,                0.91718,                0.75877,                0.61085,                0.39451,                0.87823,              0.0038323,              0.0038323,              0.0038323
                    625,                0.81767,                 0.5158,                0.93444,                0.93597,                0.86989,                0.91721,                 0.7587,                 0.6109,                0.39424,                0.87814,              0.0038224,              0.0038224,              0.0038224
                    626,                0.82527,                0.52327,                0.94025,                0.93603,                0.86961,                0.91731,                0.75848,                0.61076,                 0.3943,                0.87807,              0.0038125,              0.0038125,              0.0038125
                    627,                0.82395,                0.52315,                0.94289,                0.93442,                0.87042,                0.91713,                0.75866,                 0.6108,                0.39404,                0.87796,              0.0038026,              0.0038026,              0.0038026
                    628,                0.82113,                0.52023,                0.93945,                0.93575,                0.86947,                0.91711,                0.75882,                0.61084,                 0.3942,                0.87791,              0.0037927,              0.0037927,              0.0037927
                    629,                0.82491,                0.52496,                 0.9403,                0.93578,                0.86964,                0.91748,                0.75876,                0.61067,                0.39405,                0.87785,              0.0037828,              0.0037828,              0.0037828
                    630,                 0.8196,                0.51934,                0.94433,                0.93436,                0.87018,                 0.9175,                0.75906,                0.61058,                0.39408,                0.87779,              0.0037729,              0.0037729,              0.0037729
                    631,                0.82657,                 0.5249,                0.93918,                0.93679,                0.86942,                0.91735,                 0.7588,                0.61019,                0.39447,                0.87761,               0.003763,               0.003763,               0.003763
                    632,                0.83244,                0.52689,                0.94212,                0.93918,                 0.8694,                0.91762,                0.75923,                0.61024,                0.39419,                0.87751,              0.0037531,              0.0037531,              0.0037531
                    633,                0.81909,                 0.5214,                 0.9403,                 0.9363,                0.86945,                0.91752,                0.75912,                0.61007,                0.39421,                0.87752,              0.0037432,              0.0037432,              0.0037432
                    634,                 0.8288,                0.52557,                0.93985,                0.93469,                0.87124,                0.91734,                0.75895,                0.61031,                0.39414,                0.87739,              0.0037333,              0.0037333,              0.0037333
                    635,                0.83541,                0.53016,                0.94467,                0.93729,                0.87013,                0.91721,                0.75873,                0.61072,                0.39397,                0.87738,              0.0037234,              0.0037234,              0.0037234
                    636,                0.81988,                  0.518,                0.93983,                 0.9357,                0.87087,                0.91724,                0.75847,                0.61074,                 0.3941,                0.87723,              0.0037135,              0.0037135,              0.0037135
                    637,                0.82218,                0.52286,                 0.9462,                0.93554,                0.87087,                0.91724,                0.75852,                0.61079,                 0.3944,                0.87712,              0.0037036,              0.0037036,              0.0037036
                    638,                0.82304,                0.52444,                0.93919,                0.92795,                0.87215,                0.91727,                0.75925,                0.61062,                0.39417,                  0.877,              0.0036937,              0.0036937,              0.0036937
                    639,                0.83017,                0.52891,                0.94473,                0.92759,                0.87316,                0.91724,                 0.7594,                0.61088,                0.39426,                0.87701,              0.0036838,              0.0036838,              0.0036838
                    640,                0.81601,                0.51927,                0.93974,                0.92879,                0.87163,                0.91711,                0.75862,                0.61089,                0.39429,                0.87694,              0.0036739,              0.0036739,              0.0036739
                    641,                 0.8235,                0.52104,                0.93767,                0.93209,                0.87009,                0.91696,                0.75896,                0.61093,                0.39444,                0.87685,               0.003664,               0.003664,               0.003664
                    642,                0.80641,                0.51095,                0.93567,                0.93411,                0.86973,                0.91724,                0.75907,                0.61052,                0.39441,                0.87668,              0.0036541,              0.0036541,              0.0036541
                    643,                0.81458,                0.51415,                0.93789,                0.93599,                0.86805,                0.91728,                 0.7586,                0.61096,                0.39462,                0.87675,              0.0036442,              0.0036442,              0.0036442
                    644,                0.81645,                0.51764,                0.93608,                0.93668,                0.86799,                0.91778,                0.75876,                0.61121,                0.39515,                0.87669,              0.0036343,              0.0036343,              0.0036343
                    645,                0.81366,                0.51683,                0.93687,                0.93672,                0.86887,                0.91782,                0.75825,                0.61137,                0.39501,                0.87655,              0.0036244,              0.0036244,              0.0036244
                    646,                0.82362,                0.52568,                0.93703,                 0.9371,                0.86886,                0.91806,                0.75881,                0.61146,                0.39528,                0.87645,              0.0036145,              0.0036145,              0.0036145
                    647,                0.82737,                 0.5251,                0.94036,                0.93606,                0.86813,                0.91749,                0.75877,                0.61171,                0.39553,                0.87645,              0.0036046,              0.0036046,              0.0036046
                    648,                0.82237,                0.51778,                0.93768,                0.93599,                0.86538,                0.91765,                0.75861,                0.61172,                0.39562,                0.87644,              0.0035947,              0.0035947,              0.0035947
                    649,                0.81988,                0.52355,                0.94599,                0.93621,                 0.8651,                0.91765,                0.75946,                0.61194,                0.39581,                0.87636,              0.0035848,              0.0035848,              0.0035848
                    650,                 0.8143,                0.51749,                0.93884,                0.93689,                 0.8647,                0.91749,                0.75887,                0.61208,                0.39598,                0.87622,              0.0035749,              0.0035749,              0.0035749
                    651,                0.81051,                0.51821,                0.93693,                0.93331,                0.86898,                0.91772,                 0.7587,                0.61196,                 0.3958,                0.87616,               0.003565,               0.003565,               0.003565
                    652,                0.81768,                0.51982,                0.93813,                0.93778,                0.86816,                0.91766,                0.75867,                0.61167,                0.39555,                0.87601,              0.0035551,              0.0035551,              0.0035551
                    653,                0.81563,                0.51879,                0.93778,                0.93952,                0.86829,                0.91817,                0.75905,                0.61186,                0.39595,                0.87597,              0.0035452,              0.0035452,              0.0035452
                    654,                 0.8143,                0.51469,                0.93627,                0.94068,                0.86689,                0.91814,                0.75876,                0.61167,                0.39593,                0.87587,              0.0035353,              0.0035353,              0.0035353
                    655,                0.81766,                0.51986,                0.94175,                0.93413,                0.86865,                0.91798,                0.75877,                0.61178,                0.39613,                0.87587,              0.0035254,              0.0035254,              0.0035254
                    656,                 0.8081,                0.51035,                0.93528,                0.93351,                0.86922,                0.91791,                0.75906,                0.61179,                0.39596,                0.87579,              0.0035155,              0.0035155,              0.0035155
                    657,                0.81713,                 0.5188,                0.93509,                0.93597,                0.86936,                0.91831,                0.75917,                0.61181,                0.39625,                0.87572,              0.0035056,              0.0035056,              0.0035056
                    658,                0.80947,                0.51082,                 0.9332,                0.93614,                0.86816,                0.91808,                0.75847,                0.61158,                0.39629,                0.87565,              0.0034957,              0.0034957,              0.0034957
                    659,                0.81561,                0.51755,                0.93453,                0.93689,                0.86861,                0.91809,                0.75919,                0.61158,                0.39631,                0.87551,              0.0034858,              0.0034858,              0.0034858
                    660,                0.80865,                0.51411,                0.92945,                0.93726,                0.86799,                0.91805,                0.75867,                0.61175,                0.39615,                 0.8754,              0.0034759,              0.0034759,              0.0034759
                    661,                0.81155,                0.51213,                0.93664,                0.93708,                0.86786,                0.91797,                0.75859,                0.61195,                0.39669,                0.87535,               0.003466,               0.003466,               0.003466
                    662,                  0.806,                0.51395,                0.93739,                0.93707,                 0.8682,                0.91813,                0.75851,                0.61211,                0.39677,                0.87534,              0.0034561,              0.0034561,              0.0034561
                    663,                 0.8029,                0.50938,                0.93283,                 0.9374,                0.86702,                0.91786,                0.75887,                0.61192,                 0.3963,                 0.8753,              0.0034462,              0.0034462,              0.0034462
                    664,                0.81562,                0.51798,                0.93763,                0.93755,                0.86639,                0.91787,                 0.7589,                0.61223,                0.39665,                0.87531,              0.0034363,              0.0034363,              0.0034363
                    665,                0.81274,                0.51658,                0.94015,                0.93674,                0.86638,                0.91765,                0.75788,                0.61209,                0.39662,                0.87518,              0.0034264,              0.0034264,              0.0034264
                    666,                 0.8112,                0.51315,                0.93484,                 0.9385,                0.86692,                0.91756,                0.75837,                0.61209,                 0.3967,                0.87511,              0.0034165,              0.0034165,              0.0034165
                    667,                0.80952,                0.51199,                0.93238,                0.94015,                0.86629,                 0.9176,                0.75829,                0.61195,                0.39661,                0.87501,              0.0034066,              0.0034066,              0.0034066
                    668,                0.81831,                0.52154,                0.93558,                0.93991,                0.86707,                0.91782,                0.75832,                0.61208,                0.39673,                0.87497,              0.0033967,              0.0033967,              0.0033967
                    669,                0.81279,                0.51611,                0.93648,                0.93838,                0.86866,                0.91776,                 0.7578,                0.61217,                0.39696,                0.87502,              0.0033868,              0.0033868,              0.0033868
                    670,                0.81301,                0.51928,                0.93873,                 0.9384,                0.86703,                0.91786,                0.75832,                0.61199,                 0.3968,                0.87488,              0.0033769,              0.0033769,              0.0033769
                    671,                0.80617,                0.51214,                0.93257,                0.93876,                0.86755,                0.91794,                0.75853,                0.61186,                0.39689,                0.87483,               0.003367,               0.003367,               0.003367
                    672,                0.81231,                0.51873,                0.93316,                0.93919,                0.86736,                 0.9179,                0.75841,                0.61239,                0.39724,                0.87483,              0.0033571,              0.0033571,              0.0033571
                    673,                0.80345,                0.51119,                0.93525,                0.93938,                0.86808,                0.91757,                0.75883,                0.61213,                0.39715,                0.87469,              0.0033472,              0.0033472,              0.0033472
                    674,                0.80587,                0.51478,                0.93699,                 0.9393,                0.86759,                0.91778,                0.75936,                0.61185,                0.39718,                0.87451,              0.0033373,              0.0033373,              0.0033373
                    675,                0.80573,                0.51535,                0.93679,                0.93915,                0.86778,                 0.9177,                0.75904,                0.61231,                0.39738,                0.87445,              0.0033274,              0.0033274,              0.0033274
                    676,                 0.8088,                0.50973,                 0.9324,                0.93756,                0.86854,                0.91801,                0.75922,                0.61259,                0.39748,                0.87441,              0.0033175,              0.0033175,              0.0033175
                    677,                  0.805,                0.50944,                0.93119,                0.93837,                0.86809,                0.91779,                0.75951,                0.61235,                0.39754,                0.87433,              0.0033076,              0.0033076,              0.0033076
                    678,                0.80695,                0.51182,                0.93747,                0.93872,                0.86827,                0.91772,                0.75955,                0.61218,                 0.3972,                0.87429,              0.0032977,              0.0032977,              0.0032977
                    679,                0.80777,                0.51408,                0.93057,                0.94115,                0.86823,                0.91754,                0.76006,                0.61266,                0.39759,                0.87419,              0.0032878,              0.0032878,              0.0032878
                    680,                0.81658,                0.51798,                0.93811,                0.93978,                 0.8691,                 0.9183,                0.75982,                 0.6126,                0.39776,                0.87422,              0.0032779,              0.0032779,              0.0032779
                    681,                0.80578,                0.51502,                 0.9348,                0.94125,                0.86832,                0.91806,                0.75998,                0.61277,                0.39817,                0.87412,               0.003268,               0.003268,               0.003268
                    682,                 0.8015,                0.50429,                0.93086,                0.93887,                0.86853,                0.91816,                0.75967,                0.61276,                0.39825,                0.87412,              0.0032581,              0.0032581,              0.0032581
                    683,                0.79521,                0.50335,                0.93147,                 0.9395,                0.86825,                0.91791,                0.75979,                0.61296,                 0.3983,                0.87409,              0.0032482,              0.0032482,              0.0032482
                    684,                0.80581,                0.51429,                0.93529,                0.94001,                0.86818,                0.91786,                0.75924,                0.61289,                0.39791,                0.87407,              0.0032383,              0.0032383,              0.0032383
                    685,                0.79274,                0.50194,                 0.9266,                0.94046,                0.86869,                 0.9182,                0.76042,                0.61245,                0.39856,                0.87387,              0.0032284,              0.0032284,              0.0032284
                    686,                0.81059,                0.50966,                0.93255,                0.94171,                0.86839,                0.91809,                0.75971,                0.61274,                 0.3986,                0.87379,              0.0032185,              0.0032185,              0.0032185
                    687,                0.81056,                0.51384,                0.93782,                0.94196,                0.86856,                0.91817,                 0.7602,                0.61301,                0.39878,                0.87383,              0.0032086,              0.0032086,              0.0032086
                    688,                0.81321,                0.51733,                 0.9304,                0.93885,                0.86841,                0.91819,                0.76068,                0.61301,                 0.3988,                0.87376,              0.0031987,              0.0031987,              0.0031987
                    689,                0.79839,                0.50613,                0.92685,                0.94049,                0.86819,                0.91829,                0.76041,                0.61313,                0.39914,                0.87371,              0.0031888,              0.0031888,              0.0031888
                    690,                0.80254,                0.50863,                0.93332,                0.93887,                0.86798,                0.91818,                0.76041,                0.61299,                 0.3992,                0.87358,              0.0031789,              0.0031789,              0.0031789
                    691,                0.80668,                0.51404,                0.93393,                0.93667,                0.86889,                0.91844,                0.76087,                0.61323,                0.39924,                0.87361,               0.003169,               0.003169,               0.003169
                    692,                0.80961,                0.51337,                0.92835,                0.93845,                0.86845,                0.91876,                  0.761,                0.61296,                0.39924,                0.87357,              0.0031591,              0.0031591,              0.0031591
                    693,                0.81471,                0.51624,                0.93901,                0.93877,                0.86948,                0.91839,                0.76087,                0.61308,                0.39898,                0.87348,              0.0031492,              0.0031492,              0.0031492
                    694,                0.80851,                0.51313,                0.93663,                0.93888,                0.86875,                0.91889,                 0.7614,                 0.6129,                0.39926,                0.87335,              0.0031393,              0.0031393,              0.0031393
                    695,                0.79871,                 0.5066,                0.93403,                0.93874,                0.86936,                 0.9187,                0.76115,                0.61296,                0.39921,                0.87331,              0.0031294,              0.0031294,              0.0031294
                    696,                0.79944,                0.50748,                0.92956,                0.93848,                0.86957,                0.91858,                0.76119,                0.61316,                0.39924,                0.87329,              0.0031195,              0.0031195,              0.0031195
                    697,                0.79577,                0.50613,                0.92701,                0.93663,                0.86973,                0.91878,                0.76198,                0.61303,                0.39925,                 0.8733,              0.0031096,              0.0031096,              0.0031096
                    698,                0.80715,                0.50702,                0.92755,                0.93655,                0.86973,                0.91891,                0.76171,                0.61329,                0.39943,                0.87311,              0.0030997,              0.0030997,              0.0030997
                    699,                0.80031,                0.50919,                0.93047,                0.93757,                0.86986,                0.91915,                0.76091,                0.61326,                0.39923,                0.87307,              0.0030898,              0.0030898,              0.0030898
                    700,                0.79701,                 0.5031,                0.92877,                0.93623,                0.87011,                0.91916,                0.76198,                0.61325,                0.39953,                  0.873,              0.0030799,              0.0030799,              0.0030799
                    701,                0.79141,                0.50306,                0.92964,                 0.9324,                0.87138,                0.91923,                0.76134,                0.61357,                0.39971,                0.87294,                0.00307,                0.00307,                0.00307
                    702,                0.80256,                  0.509,                0.92693,                0.93108,                0.87141,                0.91881,                0.76154,                0.61363,                0.39983,                0.87287,              0.0030601,              0.0030601,              0.0030601
                    703,                0.79506,                0.50209,                0.92475,                0.93284,                0.87112,                0.91883,                0.76219,                0.61375,                0.39968,                0.87288,              0.0030502,              0.0030502,              0.0030502
                    704,                0.79562,                0.50317,                0.92715,                 0.9315,                0.87257,                0.91839,                0.76149,                0.61386,                0.39961,                0.87285,              0.0030403,              0.0030403,              0.0030403
                    705,                0.79415,                0.50343,                0.92835,                0.93135,                0.87195,                0.91822,                 0.7615,                0.61361,                0.39995,                 0.8728,              0.0030304,              0.0030304,              0.0030304
                    706,                0.80044,                0.50484,                0.92646,                0.93102,                0.87185,                0.91841,                0.76141,                0.61399,                0.40022,                0.87286,              0.0030205,              0.0030205,              0.0030205
                    707,                0.80421,                0.51171,                0.93098,                0.93291,                0.87162,                0.91821,                0.76164,                0.61422,                0.40015,                0.87274,              0.0030106,              0.0030106,              0.0030106
                    708,                0.79655,                0.50687,                0.93155,                0.93204,                0.87144,                0.91797,                0.76128,                0.61435,                0.40037,                0.87285,              0.0030007,              0.0030007,              0.0030007
                    709,                0.79725,                0.50444,                0.92801,                0.93435,                0.87031,                0.91814,                0.76188,                0.61449,                0.40049,                0.87272,              0.0029908,              0.0029908,              0.0029908
                    710,                0.79482,                 0.5028,                0.92868,                0.93299,                0.87023,                0.91812,                0.76126,                0.61478,                0.40074,                0.87272,              0.0029809,              0.0029809,              0.0029809
                    711,                0.79298,                0.50214,                0.92704,                0.93585,                0.87039,                0.91798,                0.76156,                0.61484,                 0.4006,                0.87265,               0.002971,               0.002971,               0.002971
                    712,                0.78234,                0.49973,                0.92449,                0.93461,                0.86969,                0.91798,                0.76113,                0.61465,                0.40064,                0.87263,              0.0029611,              0.0029611,              0.0029611
                    713,                0.79721,                0.50275,                0.92882,                0.93454,                0.86987,                0.91835,                0.76083,                0.61464,                 0.4006,                0.87261,              0.0029512,              0.0029512,              0.0029512
                    714,                0.79644,                0.50549,                0.92772,                0.93472,                0.86993,                0.91822,                0.76045,                0.61461,                0.40076,                0.87255,              0.0029413,              0.0029413,              0.0029413
                    715,                0.79636,                0.50439,                0.92919,                0.93485,                0.87048,                0.91843,                0.76074,                0.61475,                0.40096,                0.87253,              0.0029314,              0.0029314,              0.0029314
                    716,                0.79541,                0.50436,                0.92527,                0.93672,                0.86853,                0.91818,                0.76114,                0.61501,                0.40094,                0.87255,              0.0029215,              0.0029215,              0.0029215
                    717,                0.79763,                0.50491,                0.92655,                0.93311,                0.87065,                0.91818,                0.76104,                0.61502,                0.40123,                0.87249,              0.0029116,              0.0029116,              0.0029116
                    718,                0.79184,                0.50269,                0.92647,                0.93279,                0.86991,                 0.9178,                0.76143,                0.61514,                0.40152,                0.87251,              0.0029017,              0.0029017,              0.0029017
                    719,                0.78864,                0.49739,                0.92657,                0.93286,                 0.8703,                0.91777,                0.76103,                0.61521,                0.40144,                 0.8724,              0.0028918,              0.0028918,              0.0028918
                    720,                0.78722,                0.50179,                0.93165,                 0.9343,                0.86866,                0.91789,                0.76078,                0.61541,                0.40181,                0.87238,              0.0028819,              0.0028819,              0.0028819
                    721,                0.78955,                0.50278,                0.92422,                0.93337,                0.86929,                0.91786,                0.76057,                 0.6158,                0.40221,                0.87237,               0.002872,               0.002872,               0.002872
                    722,                0.80087,                0.51008,                0.92965,                0.93316,                0.86788,                0.91762,                0.76105,                0.61564,                 0.4021,                0.87237,              0.0028621,              0.0028621,              0.0028621
                    723,                0.77909,                0.49297,                0.92354,                0.93525,                0.86725,                0.91734,                0.76029,                0.61576,                0.40193,                0.87231,              0.0028522,              0.0028522,              0.0028522
                    724,                0.79598,                0.50066,                0.92656,                0.93525,                0.86701,                0.91734,                0.76055,                 0.6156,                0.40219,                0.87229,              0.0028423,              0.0028423,              0.0028423
                    725,                0.80131,                0.50886,                 0.9283,                0.93536,                0.86724,                0.91712,                0.75938,                0.61599,                0.40252,                0.87228,              0.0028324,              0.0028324,              0.0028324
                    726,                0.80616,                0.51087,                0.92877,                0.93422,                0.86701,                0.91713,                0.75988,                0.61591,                0.40216,                0.87227,              0.0028225,              0.0028225,              0.0028225
                    727,                0.78172,                0.49895,                0.92136,                 0.9344,                0.86766,                0.91719,                0.75936,                0.61595,                0.40243,                0.87223,              0.0028126,              0.0028126,              0.0028126
                    728,                 0.7967,                0.50519,                  0.931,                0.93469,                0.86731,                0.91722,                0.75967,                0.61602,                0.40246,                0.87221,              0.0028027,              0.0028027,              0.0028027
                    729,                0.79567,                0.50807,                0.92754,                0.93401,                0.86795,                0.91724,                0.75923,                0.61586,                0.40275,                0.87217,              0.0027928,              0.0027928,              0.0027928
                    730,                0.78969,                0.49988,                0.92269,                0.93727,                0.86616,                0.91716,                0.75911,                0.61608,                0.40269,                0.87221,              0.0027829,              0.0027829,              0.0027829
                    731,                0.79624,                0.50511,                 0.9247,                0.93459,                0.86793,                0.91714,                0.75846,                0.61626,                0.40295,                0.87217,               0.002773,               0.002773,               0.002773
                    732,                0.78812,                0.50297,                0.93051,                0.93646,                0.86463,                0.91704,                0.75869,                0.61623,                0.40335,                0.87218,              0.0027631,              0.0027631,              0.0027631
                    733,                0.78884,                0.49545,                0.92589,                0.93793,                0.86446,                0.91689,                0.75857,                0.61649,                0.40318,                0.87218,              0.0027532,              0.0027532,              0.0027532
                    734,                0.79596,                0.50444,                0.93043,                0.93471,                0.86567,                0.91699,                0.75847,                0.61643,                0.40298,                0.87215,              0.0027433,              0.0027433,              0.0027433
                    735,                0.79112,                0.50041,                0.92442,                0.93471,                0.86578,                0.91689,                0.75849,                0.61683,                0.40344,                 0.8722,              0.0027334,              0.0027334,              0.0027334
                    736,                0.78505,                0.50067,                0.92409,                0.93702,                0.86512,                0.91683,                0.75837,                0.61676,                0.40337,                0.87218,              0.0027235,              0.0027235,              0.0027235
                    737,                0.79185,                0.49998,                0.92441,                0.93862,                0.86396,                0.91688,                0.75779,                0.61709,                 0.4036,                0.87217,              0.0027136,              0.0027136,              0.0027136
                    738,                0.78701,                0.49992,                0.92282,                0.93781,                0.86465,                0.91683,                0.75807,                0.61719,                0.40375,                0.87202,              0.0027037,              0.0027037,              0.0027037
                    739,                0.77621,                0.49338,                0.92124,                0.93797,                0.86403,                0.91666,                0.75796,                0.61748,                0.40377,                0.87201,              0.0026938,              0.0026938,              0.0026938
                    740,                0.78382,                0.49706,                0.92177,                0.93784,                0.86333,                0.91692,                0.75799,                0.61726,                0.40384,                0.87199,              0.0026839,              0.0026839,              0.0026839
                    741,                0.78172,                0.49797,                0.92551,                0.93647,                0.86397,                0.91702,                0.75779,                0.61734,                0.40393,                0.87199,               0.002674,               0.002674,               0.002674
                    742,                 0.7795,                0.49283,                0.92153,                 0.9366,                0.86381,                0.91713,                0.75783,                0.61768,                0.40417,                0.87201,              0.0026641,              0.0026641,              0.0026641
                    743,                0.78755,                0.49735,                0.92608,                0.93707,                0.86447,                0.91705,                 0.7574,                0.61807,                0.40396,                0.87199,              0.0026542,              0.0026542,              0.0026542
